"Cell_Index","UMIs_human"
"7271_Cell_Index869986",3990
"7271_Cell_Index870025",2368
"7271_Cell_Index871031",2590
"7271_Cell_Index87138",1262
"7271_Cell_Index874331",734
"7271_Cell_Index87461",4466
"7271_Cell_Index875",4109
"7271_Cell_Index875026",2509
"7271_Cell_Index875254",699
"7271_Cell_Index875931",812
"7271_Cell_Index876224",1010
"7271_Cell_Index876461",3434
"7271_Cell_Index87656",1543
"7271_Cell_Index876966",3772
"7271_Cell_Index877075",1582
"7271_Cell_Index877085",2451
"7271_Cell_Index877300",1309
"7271_Cell_Index877302",1405
"7271_Cell_Index877584",1417
"7271_Cell_Index878168",916
"7271_Cell_Index878601",2910
"7271_Cell_Index878620",2485
"7271_Cell_Index879407",3031
"7271_Cell_Index880334",4932
"7271_Cell_Index880644",1549
"7271_Cell_Index880681",1192
"7271_Cell_Index880852",3675
"7271_Cell_Index880920",1697
"7271_Cell_Index881246",5670
"7271_Cell_Index881538",1747
"7271_Cell_Index881566",4899
"7271_Cell_Index882091",2931
"7271_Cell_Index882862",3828
"7271_Cell_Index882869",2218
"7271_Cell_Index88912",2042
"7271_Cell_Index88943",787
"7271_Cell_Index89378",2648
"7271_Cell_Index89844",5961
"7271_Cell_Index89902",6064
"7271_Cell_Index89941",4557
"7271_Cell_Index89993",2790
"7271_Cell_Index90991",1721
"7271_Cell_Index92039",1185
"7271_Cell_Index92298",4333
"7271_Cell_Index93099",1256
"7271_Cell_Index93237",1102
"7271_Cell_Index94072",1365
"7271_Cell_Index95095",1767
"7271_Cell_Index96158",5971
"7271_Cell_Index96415",3701
"7271_Cell_Index98147",897
"7271_Cell_Index98565",817
"7271_Cell_Index98611",957
"7271_Cell_Index98754",4707
"7271_Cell_Index99685",5026
"7272_Cell_Index115445",1263
"7272_Cell_Index116354",1093
"7272_Cell_Index123051",936
"7272_Cell_Index12749",2067
"7272_Cell_Index127971",1137
"7272_Cell_Index128801",4660
"7272_Cell_Index129939",873
"7272_Cell_Index130986",2141
"7272_Cell_Index142538",2615
"7272_Cell_Index143232",618
"7272_Cell_Index143520",589
"7272_Cell_Index143533",3535
"7272_Cell_Index145191",1793
"7272_Cell_Index159570",2133
"7272_Cell_Index163350",2890
"7272_Cell_Index16731",969
"7272_Cell_Index167879",8080
"7272_Cell_Index169872",2187
"7272_Cell_Index178197",1445
"7272_Cell_Index178983",1386
"7272_Cell_Index180748",951
"7272_Cell_Index18223",4738
"7272_Cell_Index188707",1271
"7272_Cell_Index191942",977
"7272_Cell_Index194849",2837
"7272_Cell_Index196793",760
"7272_Cell_Index198466",3724
"7272_Cell_Index20477",1073
"7272_Cell_Index204866",800
"7272_Cell_Index209387",3752
"7272_Cell_Index212473",2193
"7272_Cell_Index218867",1443
"7272_Cell_Index220298",3270
"7272_Cell_Index226007",741
"7272_Cell_Index240471",691
"7272_Cell_Index241687",1392
"7272_Cell_Index24184",840
"7272_Cell_Index243551",3747
"7272_Cell_Index263328",1503
"7272_Cell_Index265699",540
"7272_Cell_Index266175",893
"7272_Cell_Index274144",4134
"7272_Cell_Index281585",679
"7272_Cell_Index28536",566
"7272_Cell_Index286854",2598
"7272_Cell_Index288950",826
"7272_Cell_Index293860",642
"7272_Cell_Index299436",840
"7272_Cell_Index300458",880
"7272_Cell_Index304365",904
"7272_Cell_Index312507",1122
"7272_Cell_Index31352",1611
"7272_Cell_Index315894",1059
"7272_Cell_Index31956",5306
"7272_Cell_Index321545",901
"7272_Cell_Index329364",1755
"7272_Cell_Index329430",1338
"7272_Cell_Index332725",2082
"7272_Cell_Index333806",2677
"7272_Cell_Index334952",1817
"7272_Cell_Index339394",1309
"7272_Cell_Index343022",1218
"7272_Cell_Index343755",877
"7272_Cell_Index344898",2847
"7272_Cell_Index347617",3203
"7272_Cell_Index350085",2352
"7272_Cell_Index363574",777
"7272_Cell_Index364538",1834
"7272_Cell_Index369758",613
"7272_Cell_Index380271",965
"7272_Cell_Index383141",1603
"7272_Cell_Index383721",666
"7272_Cell_Index384430",1717
"7272_Cell_Index390232",1033
"7272_Cell_Index399190",1217
"7272_Cell_Index403607",976
"7272_Cell_Index404706",2539
"7272_Cell_Index40699",1030
"7272_Cell_Index408548",791
"7272_Cell_Index409304",1326
"7272_Cell_Index412452",5961
"7272_Cell_Index414400",2621
"7272_Cell_Index420355",3158
"7272_Cell_Index427783",2255
"7272_Cell_Index437336",2697
"7272_Cell_Index442912",779
"7272_Cell_Index443906",1577
"7272_Cell_Index44581",1595
"7272_Cell_Index445863",1871
"7272_Cell_Index450863",1375
"7272_Cell_Index45762",2301
"7272_Cell_Index45799",547
"7272_Cell_Index46848",1227
"7272_Cell_Index472429",629
"7272_Cell_Index483709",3641
"7272_Cell_Index484256",1337
"7272_Cell_Index485039",599
"7272_Cell_Index486765",2214
"7272_Cell_Index48976",2487
"7272_Cell_Index491628",1581
"7272_Cell_Index495666",1018
"7272_Cell_Index499737",869
"7272_Cell_Index504933",3561
"7272_Cell_Index513910",964
"7272_Cell_Index517602",2223
"7272_Cell_Index522657",1001
"7272_Cell_Index528174",2054
"7272_Cell_Index534363",1065
"7272_Cell_Index538327",502
"7272_Cell_Index538642",1064
"7272_Cell_Index544502",1459
"7272_Cell_Index553118",3010
"7272_Cell_Index565212",2330
"7272_Cell_Index566140",938
"7272_Cell_Index57263",1034
"7272_Cell_Index575754",1450
"7272_Cell_Index577321",1550
"7272_Cell_Index578357",779
"7272_Cell_Index578360",859
"7272_Cell_Index589941",4289
"7272_Cell_Index595761",1285
"7272_Cell_Index602069",1174
"7272_Cell_Index602527",1895
"7272_Cell_Index602566",3084
"7272_Cell_Index609859",634
"7272_Cell_Index613071",690
"7272_Cell_Index617120",3439
"7272_Cell_Index623960",2021
"7272_Cell_Index627185",762
"7272_Cell_Index62882",3498
"7272_Cell_Index630149",2430
"7272_Cell_Index632869",3855
"7272_Cell_Index635744",1317
"7272_Cell_Index646522",1945
"7272_Cell_Index6607",2848
"7272_Cell_Index663724",942
"7272_Cell_Index663789",4656
"7272_Cell_Index67192",1089
"7272_Cell_Index672509",738
"7272_Cell_Index673893",2573
"7272_Cell_Index678876",3022
"7272_Cell_Index680391",1047
"7272_Cell_Index680589",2108
"7272_Cell_Index681319",744
"7272_Cell_Index681330",1704
"7272_Cell_Index683827",1058
"7272_Cell_Index684289",2859
"7272_Cell_Index69432",1857
"7272_Cell_Index696641",540
"7272_Cell_Index702635",615
"7272_Cell_Index705820",564
"7272_Cell_Index710688",1499
"7272_Cell_Index710963",1160
"7272_Cell_Index715029",939
"7272_Cell_Index715392",1941
"7272_Cell_Index718604",1206
"7272_Cell_Index719396",858
"7272_Cell_Index723304",3321
"7272_Cell_Index725843",4298
"7272_Cell_Index733129",2218
"7272_Cell_Index736321",1335
"7272_Cell_Index741865",2049
"7272_Cell_Index743716",3399
"7272_Cell_Index747129",1456
"7272_Cell_Index754388",2914
"7272_Cell_Index755355",2568
"7272_Cell_Index774742",4702
"7272_Cell_Index782764",1063
"7272_Cell_Index784720",1413
"7272_Cell_Index786026",648
"7272_Cell_Index791809",3964
"7272_Cell_Index795945",943
"7272_Cell_Index798116",1223
"7272_Cell_Index803607",1467
"7272_Cell_Index810633",558
"7272_Cell_Index811698",1786
"7272_Cell_Index812770",2807
"7272_Cell_Index813764",561
"7272_Cell_Index829011",814
"7272_Cell_Index8308",1575
"7272_Cell_Index832732",517
"7272_Cell_Index836009",1993
"7272_Cell_Index838319",2348
"7272_Cell_Index844600",1230
"7272_Cell_Index84754",1262
"7272_Cell_Index848716",1802
"7272_Cell_Index856300",3535
"7272_Cell_Index87877",877
"7272_Cell_Index89066",3618
"7272_Cell_Index89186",2288
"7272_Cell_Index91062",3266
"7272_Cell_Index95403",2860
"7273_Cell_Index100364",2409
"7273_Cell_Index10080",584
"7273_Cell_Index101102",891
"7273_Cell_Index101479",1274
"7273_Cell_Index101907",1204
"7273_Cell_Index101917",3233
"7273_Cell_Index102344",5030
"7273_Cell_Index102565",1110
"7273_Cell_Index10306",1211
"7273_Cell_Index104136",3505
"7273_Cell_Index104292",760
"7273_Cell_Index104618",1238
"7273_Cell_Index105925",837
"7273_Cell_Index105964",1709
"7273_Cell_Index106699",999
"7273_Cell_Index106770",2450
"7273_Cell_Index107393",5100
"7273_Cell_Index107833",1293
"7273_Cell_Index10791",2611
"7273_Cell_Index108763",833
"7273_Cell_Index10885",1535
"7273_Cell_Index109056",2541
"7273_Cell_Index109379",775
"7273_Cell_Index110257",704
"7273_Cell_Index110258",1260
"7273_Cell_Index11037",3243
"7273_Cell_Index11102",2167
"7273_Cell_Index111320",1915
"7273_Cell_Index111712",1587
"7273_Cell_Index111780",1200
"7273_Cell_Index112459",2567
"7273_Cell_Index112974",2773
"7273_Cell_Index113317",6269
"7273_Cell_Index113590",583
"7273_Cell_Index113621",4075
"7273_Cell_Index113643",2471
"7273_Cell_Index114145",1443
"7273_Cell_Index114208",713
"7273_Cell_Index115185",1257
"7273_Cell_Index115206",1185
"7273_Cell_Index116422",855
"7273_Cell_Index116618",2510
"7273_Cell_Index117263",1687
"7273_Cell_Index117571",2991
"7273_Cell_Index117669",3018
"7273_Cell_Index11778",3492
"7273_Cell_Index11857",2656
"7273_Cell_Index118681",4509
"7273_Cell_Index119276",2628
"7273_Cell_Index119332",1472
"7273_Cell_Index12008",3193
"7273_Cell_Index120246",1368
"7273_Cell_Index120828",1354
"7273_Cell_Index121420",1861
"7273_Cell_Index122018",2823
"7273_Cell_Index122131",653
"7273_Cell_Index122314",505
"7273_Cell_Index122755",573
"7273_Cell_Index123511",981
"7273_Cell_Index123902",4138
"7273_Cell_Index124015",1782
"7273_Cell_Index124050",930
"7273_Cell_Index124398",621
"7273_Cell_Index124495",1197
"7273_Cell_Index124599",1653
"7273_Cell_Index12497",3143
"7273_Cell_Index125437",1068
"7273_Cell_Index125506",1335
"7273_Cell_Index125736",1423
"7273_Cell_Index125825",1239
"7273_Cell_Index127326",3076
"7273_Cell_Index127596",1726
"7273_Cell_Index127657",1162
"7273_Cell_Index12768",4280
"7273_Cell_Index128120",1136
"7273_Cell_Index128312",1830
"7273_Cell_Index128456",722
"7273_Cell_Index12856",640
"7273_Cell_Index128580",921
"7273_Cell_Index128789",728
"7273_Cell_Index128999",973
"7273_Cell_Index129242",999
"7273_Cell_Index129359",1240
"7273_Cell_Index129554",673
"7273_Cell_Index130777",637
"7273_Cell_Index131098",1889
"7273_Cell_Index131588",2602
"7273_Cell_Index131645",1159
"7273_Cell_Index132001",2906
"7273_Cell_Index132335",1992
"7273_Cell_Index132359",2838
"7273_Cell_Index132518",521
"7273_Cell_Index132638",1033
"7273_Cell_Index132794",1742
"7273_Cell_Index134135",828
"7273_Cell_Index134328",1174
"7273_Cell_Index134594",1773
"7273_Cell_Index135159",812
"7273_Cell_Index136431",3464
"7273_Cell_Index136718",1555
"7273_Cell_Index136844",1086
"7273_Cell_Index13707",1001
"7273_Cell_Index137095",868
"7273_Cell_Index137329",928
"7273_Cell_Index137467",4182
"7273_Cell_Index13789",5689
"7273_Cell_Index138362",2548
"7273_Cell_Index138655",1048
"7273_Cell_Index139072",543
"7273_Cell_Index139325",1403
"7273_Cell_Index139424",750
"7273_Cell_Index139509",847
"7273_Cell_Index139935",8321
"7273_Cell_Index139943",2710
"7273_Cell_Index139944",1376
"7273_Cell_Index140041",672
"7273_Cell_Index141045",2480
"7273_Cell_Index141161",1632
"7273_Cell_Index141367",988
"7273_Cell_Index141817",1622
"7273_Cell_Index141931",1172
"7273_Cell_Index142402",668
"7273_Cell_Index142448",6151
"7273_Cell_Index142606",1124
"7273_Cell_Index143066",1218
"7273_Cell_Index143151",1014
"7273_Cell_Index1432",641
"7273_Cell_Index143258",2441
"7273_Cell_Index144182",2050
"7273_Cell_Index144493",1665
"7273_Cell_Index144506",1163
"7273_Cell_Index144584",2428
"7273_Cell_Index145158",3352
"7273_Cell_Index145701",1881
"7273_Cell_Index145871",2283
"7273_Cell_Index146241",855
"7273_Cell_Index146325",1554
"7273_Cell_Index146412",1814
"7273_Cell_Index146562",2130
"7273_Cell_Index146885",650
"7273_Cell_Index14689",1765
"7273_Cell_Index14711",1178
"7273_Cell_Index147193",3599
"7273_Cell_Index147686",2649
"7273_Cell_Index148363",551
"7273_Cell_Index149470",1810
"7273_Cell_Index149596",959
"7273_Cell_Index149825",1725
"7273_Cell_Index150481",1891
"7273_Cell_Index151460",1763
"7273_Cell_Index151488",549
"7273_Cell_Index151573",2123
"7273_Cell_Index151863",695
"7273_Cell_Index152141",2447
"7273_Cell_Index152544",728
"7273_Cell_Index153475",1685
"7273_Cell_Index153523",1543
"7273_Cell_Index153621",923
"7273_Cell_Index15382",716
"7273_Cell_Index153957",817
"7273_Cell_Index154282",2842
"7273_Cell_Index154457",1056
"7273_Cell_Index15494",3085
"7273_Cell_Index155103",1076
"7273_Cell_Index15616",689
"7273_Cell_Index156275",906
"7273_Cell_Index15703",1092
"7273_Cell_Index157044",2175
"7273_Cell_Index157565",985
"7273_Cell_Index157722",634
"7273_Cell_Index158040",1798
"7273_Cell_Index159013",3958
"7273_Cell_Index1596",1067
"7273_Cell_Index160066",2975
"7273_Cell_Index160305",2779
"7273_Cell_Index160324",3005
"7273_Cell_Index160370",1393
"7273_Cell_Index16048",1352
"7273_Cell_Index160643",1830
"7273_Cell_Index160650",948
"7273_Cell_Index161531",3822
"7273_Cell_Index161653",1034
"7273_Cell_Index161846",1823
"7273_Cell_Index162179",1291
"7273_Cell_Index162698",1186
"7273_Cell_Index163580",1000
"7273_Cell_Index164408",4249
"7273_Cell_Index164908",5205
"7273_Cell_Index165795",2901
"7273_Cell_Index165977",1882
"7273_Cell_Index166188",1412
"7273_Cell_Index167478",1188
"7273_Cell_Index168610",1039
"7273_Cell_Index169176",738
"7273_Cell_Index169314",1666
"7273_Cell_Index169979",673
"7273_Cell_Index170201",1368
"7273_Cell_Index170459",2281
"7273_Cell_Index170787",1627
"7273_Cell_Index170807",1975
"7273_Cell_Index170951",1011
"7273_Cell_Index17102",2391
"7273_Cell_Index171516",1967
"7273_Cell_Index172347",3737
"7273_Cell_Index172402",1129
"7273_Cell_Index172540",1402
"7273_Cell_Index17308",1098
"7273_Cell_Index173209",842
"7273_Cell_Index174561",2589
"7273_Cell_Index174720",671
"7273_Cell_Index175376",1342
"7273_Cell_Index175643",4125
"7273_Cell_Index175770",3746
"7273_Cell_Index1767",572
"7273_Cell_Index176958",2175
"7273_Cell_Index17714",3444
"7273_Cell_Index17724",1198
"7273_Cell_Index177499",2536
"7273_Cell_Index177876",1117
"7273_Cell_Index177910",928
"7273_Cell_Index178524",761
"7273_Cell_Index178582",1804
"7273_Cell_Index17865",1343
"7273_Cell_Index180575",3807
"7273_Cell_Index183214",1242
"7273_Cell_Index183616",1503
"7273_Cell_Index184639",1981
"7273_Cell_Index184836",1659
"7273_Cell_Index185282",2813
"7273_Cell_Index185588",928
"7273_Cell_Index186095",3182
"7273_Cell_Index186183",1865
"7273_Cell_Index186396",1955
"7273_Cell_Index186420",598
"7273_Cell_Index186458",549
"7273_Cell_Index18740",1437
"7273_Cell_Index187403",731
"7273_Cell_Index188178",1062
"7273_Cell_Index189085",1510
"7273_Cell_Index189497",2398
"7273_Cell_Index190",1109
"7273_Cell_Index190314",1839
"7273_Cell_Index190598",568
"7273_Cell_Index190692",1381
"7273_Cell_Index191536",3136
"7273_Cell_Index191931",1166
"7273_Cell_Index192061",2926
"7273_Cell_Index192114",2200
"7273_Cell_Index192542",3467
"7273_Cell_Index192705",1384
"7273_Cell_Index192773",2215
"7273_Cell_Index19412",982
"7273_Cell_Index194223",571
"7273_Cell_Index194450",1106
"7273_Cell_Index194814",1014
"7273_Cell_Index195065",2232
"7273_Cell_Index195216",1130
"7273_Cell_Index195243",1488
"7273_Cell_Index195311",1136
"7273_Cell_Index195765",1209
"7273_Cell_Index197240",4186
"7273_Cell_Index198145",1388
"7273_Cell_Index198172",2738
"7273_Cell_Index198267",4234
"7273_Cell_Index198449",3030
"7273_Cell_Index198897",801
"7273_Cell_Index200486",933
"7273_Cell_Index200764",536
"7273_Cell_Index200768",3415
"7273_Cell_Index201562",532
"7273_Cell_Index201818",2331
"7273_Cell_Index203423",1709
"7273_Cell_Index204000",1727
"7273_Cell_Index204348",2142
"7273_Cell_Index205108",720
"7273_Cell_Index205943",877
"7273_Cell_Index205965",942
"7273_Cell_Index206850",1248
"7273_Cell_Index207103",1779
"7273_Cell_Index207143",3728
"7273_Cell_Index207647",1626
"7273_Cell_Index207924",854
"7273_Cell_Index208250",903
"7273_Cell_Index209089",2181
"7273_Cell_Index209155",2206
"7273_Cell_Index209256",1917
"7273_Cell_Index209871",2730
"7273_Cell_Index209900",1745
"7273_Cell_Index21040",2025
"7273_Cell_Index211364",2894
"7273_Cell_Index21147",1489
"7273_Cell_Index21149",3109
"7273_Cell_Index21160",1662
"7273_Cell_Index211603",4265
"7273_Cell_Index211771",1016
"7273_Cell_Index211899",2484
"7273_Cell_Index212500",1204
"7273_Cell_Index212928",1085
"7273_Cell_Index213273",1730
"7273_Cell_Index213521",1262
"7273_Cell_Index213676",3435
"7273_Cell_Index213736",1612
"7273_Cell_Index214711",2013
"7273_Cell_Index215081",755
"7273_Cell_Index216007",2177
"7273_Cell_Index216612",3080
"7273_Cell_Index216930",1260
"7273_Cell_Index21824",1330
"7273_Cell_Index218570",2483
"7273_Cell_Index219472",549
"7273_Cell_Index219641",535
"7273_Cell_Index219870",687
"7273_Cell_Index220855",832
"7273_Cell_Index221527",670
"7273_Cell_Index221600",1597
"7273_Cell_Index22196",2970
"7273_Cell_Index222242",2465
"7273_Cell_Index223521",1779
"7273_Cell_Index223858",1009
"7273_Cell_Index224750",1014
"7273_Cell_Index225168",762
"7273_Cell_Index225440",1862
"7273_Cell_Index225544",3151
"7273_Cell_Index226118",1831
"7273_Cell_Index226482",726
"7273_Cell_Index227265",1933
"7273_Cell_Index228972",975
"7273_Cell_Index22955",799
"7273_Cell_Index229683",2337
"7273_Cell_Index230026",2727
"7273_Cell_Index230457",1183
"7273_Cell_Index230970",1439
"7273_Cell_Index230987",1274
"7273_Cell_Index231398",601
"7273_Cell_Index231785",982
"7273_Cell_Index232141",1471
"7273_Cell_Index232326",3850
"7273_Cell_Index232640",1051
"7273_Cell_Index232871",1561
"7273_Cell_Index234014",1576
"7273_Cell_Index234866",2289
"7273_Cell_Index235097",974
"7273_Cell_Index236046",3568
"7273_Cell_Index236125",5058
"7273_Cell_Index236443",6396
"7273_Cell_Index237173",1304
"7273_Cell_Index239107",2553
"7273_Cell_Index239314",1123
"7273_Cell_Index239538",2128
"7273_Cell_Index240595",3911
"7273_Cell_Index240847",1153
"7273_Cell_Index241224",939
"7273_Cell_Index241373",1463
"7273_Cell_Index242017",3461
"7273_Cell_Index242417",815
"7273_Cell_Index242601",1821
"7273_Cell_Index242629",520
"7273_Cell_Index242693",4196
"7273_Cell_Index242832",3949
"7273_Cell_Index243138",887
"7273_Cell_Index24323",1342
"7273_Cell_Index243275",570
"7273_Cell_Index243347",2868
"7273_Cell_Index243551",1743
"7273_Cell_Index243669",910
"7273_Cell_Index243832",1513
"7273_Cell_Index244028",2005
"7273_Cell_Index244256",3253
"7273_Cell_Index245029",3924
"7273_Cell_Index245290",942
"7273_Cell_Index245487",4569
"7273_Cell_Index246637",4136
"7273_Cell_Index246822",1348
"7273_Cell_Index247287",1296
"7273_Cell_Index248678",744
"7273_Cell_Index24921",2073
"7273_Cell_Index249452",3722
"7273_Cell_Index24948",1596
"7273_Cell_Index249533",769
"7273_Cell_Index249915",1005
"7273_Cell_Index25014",1009
"7273_Cell_Index250678",552
"7273_Cell_Index251315",907
"7273_Cell_Index251667",1044
"7273_Cell_Index252135",894
"7273_Cell_Index252785",1157
"7273_Cell_Index252888",3432
"7273_Cell_Index253582",1022
"7273_Cell_Index253600",1519
"7273_Cell_Index253683",1230
"7273_Cell_Index254128",1400
"7273_Cell_Index254702",1971
"7273_Cell_Index254973",5567
"7273_Cell_Index255752",2317
"7273_Cell_Index256601",664
"7273_Cell_Index256943",2137
"7273_Cell_Index257520",1206
"7273_Cell_Index257676",825
"7273_Cell_Index258298",999
"7273_Cell_Index258323",3789
"7273_Cell_Index258757",2149
"7273_Cell_Index258817",856
"7273_Cell_Index258879",748
"7273_Cell_Index259232",681
"7273_Cell_Index259263",1115
"7273_Cell_Index260081",3498
"7273_Cell_Index260708",817
"7273_Cell_Index261174",883
"7273_Cell_Index261263",2480
"7273_Cell_Index2614",869
"7273_Cell_Index261430",958
"7273_Cell_Index263132",1071
"7273_Cell_Index263309",2153
"7273_Cell_Index263819",600
"7273_Cell_Index264731",785
"7273_Cell_Index264946",1147
"7273_Cell_Index26541",1078
"7273_Cell_Index265599",1058
"7273_Cell_Index265879",530
"7273_Cell_Index265996",614
"7273_Cell_Index26650",889
"7273_Cell_Index266930",856
"7273_Cell_Index26706",2823
"7273_Cell_Index267131",1524
"7273_Cell_Index267769",1488
"7273_Cell_Index267910",882
"7273_Cell_Index269478",1014
"7273_Cell_Index269822",1840
"7273_Cell_Index270173",2419
"7273_Cell_Index2703",4747
"7273_Cell_Index270519",1097
"7273_Cell_Index271168",1079
"7273_Cell_Index271458",1918
"7273_Cell_Index27213",2000
"7273_Cell_Index272983",4916
"7273_Cell_Index273312",724
"7273_Cell_Index273856",777
"7273_Cell_Index274137",630
"7273_Cell_Index274362",558
"7273_Cell_Index274374",1388
"7273_Cell_Index275461",3021
"7273_Cell_Index277013",1077
